"Notes","Residence County","Residence County Code","Sex","Sex Code","Five-Year Age Groups","Five-Year Age Groups Code",Deaths,Population,Crude Rate,Crude Rate Lower 95% Confidence Interval,Crude Rate Upper 95% Confidence Interval
,"Garfield County, MT","30033","Female","F","1-4 years","1-4",0,Not Applicable,Not Applicable,Not Applicable,Not Applicable
,"Garfield County, MT","30033","Female","F","5-9 years","5-9",0,179,0.0,0.0,0.0
,"Garfield County, MT","30033","Female","F","10-14 years","10-14",0,165,0.0,0.0,0.0
,"Garfield County, MT","30033","Female","F","15-19 years","15-19",Suppressed,186,Suppressed,Suppressed,Suppressed
,"Garfield County, MT","30033","Female","F","20-24 years","20-24",0,137,0.0,0.0,0.0
,"Garfield County, MT","30033","Female","F","25-29 years","25-29",0,138,0.0,0.0,0.0
,"Garfield County, MT","30033","Female","F","30-34 years","30-34",0,150,0.0,0.0,0.0
,"Garfield County, MT","30033","Female","F","35-39 years","35-39",Suppressed,172,Suppressed,Suppressed,Suppressed
,"Garfield County, MT","30033","Female","F","40-44 years","40-44",0,190,0.0,0.0,0.0
,"Garfield County, MT","30033","Female","F","45-49 years","45-49",0,149,0.0,0.0,0.0
,"Garfield County, MT","30033","Female","F","50-54 years","50-54",Suppressed,190,Suppressed,Suppressed,Suppressed
,"Garfield County, MT","30033","Female","F","55-59 years","55-59",0,208,0.0,0.0,0.0
,"Garfield County, MT","30033","Female","F","60-64 years ","60-64",Suppressed,207,Suppressed,Suppressed,Suppressed
,"Garfield County, MT","30033","Female","F","65-69 years","65-69",Suppressed,215,Suppressed,Suppressed,Suppressed
,"Garfield County, MT","30033","Female","F","70-74 years","70-74",Suppressed,157,Suppressed,Suppressed,Suppressed
,"Garfield County, MT","30033","Female","F","75-79 years","75-79",Suppressed,142,Suppressed,Suppressed,Suppressed
,"Garfield County, MT","30033","Female","F","80-84 years","80-84",Suppressed,134,Suppressed,Suppressed,Suppressed
,"Garfield County, MT","30033","Female","F","85-89 years","85-89",Suppressed,Not Applicable,Not Applicable,Not Applicable,Not Applicable
,"Garfield County, MT","30033","Female","F","90-94 years","90-94",Suppressed,Not Applicable,Not Applicable,Not Applicable,Not Applicable
,"Garfield County, MT","30033","Female","F","95-99 years","95-99",Suppressed,Not Applicable,Not Applicable,Not Applicable,Not Applicable
,"Garfield County, MT","30033","Female","F","100+ years","100+",Suppressed,Not Applicable,Not Applicable,Not Applicable,Not Applicable
,"Garfield County, MT","30033","Female","F","Not Stated","NS",0,Not Applicable,Not Applicable,Not Applicable,Not Applicable
"Total","Garfield County, MT","30033","Female","F",,,39,3007,1297.0,922.3,1773.0
,"Garfield County, MT","30033","Male","M","< 1 year","1",0,Not Applicable,Not Applicable,Not Applicable,Not Applicable
,"Garfield County, MT","30033","Male","M","1-4 years","1-4",0,Not Applicable,Not Applicable,Not Applicable,Not Applicable
,"Garfield County, MT","30033","Male","M","5-9 years","5-9",0,194,0.0,0.0,0.0
,"Garfield County, MT","30033","Male","M","10-14 years","10-14",0,212,0.0,0.0,0.0
,"Garfield County, MT","30033","Male","M","15-19 years","15-19",0,186,0.0,0.0,0.0
,"Garfield County, MT","30033","Male","M","20-24 years","20-24",0,143,0.0,0.0,0.0
,"Garfield County, MT","30033","Male","M","25-29 years","25-29",0,154,0.0,0.0,0.0
,"Garfield County, MT","30033","Male","M","30-34 years","30-34",0,121,0.0,0.0,0.0
,"Garfield County, MT","30033","Male","M","35-39 years","35-39",0,166,0.0,0.0,0.0
,"Garfield County, MT","30033","Male","M","40-44 years","40-44",0,227,0.0,0.0,0.0
,"Garfield County, MT","30033","Male","M","45-49 years","45-49",0,175,0.0,0.0,0.0
,"Garfield County, MT","30033","Male","M","50-54 years","50-54",0,168,0.0,0.0,0.0
,"Garfield County, MT","30033","Male","M","55-59 years","55-59",Suppressed,140,Suppressed,Suppressed,Suppressed
,"Garfield County, MT","30033","Male","M","60-64 years ","60-64",Suppressed,187,Suppressed,Suppressed,Suppressed
,"Garfield County, MT","30033","Male","M","65-69 years","65-69",Suppressed,238,Suppressed,Suppressed,Suppressed
,"Garfield County, MT","30033","Male","M","70-74 years","70-74",Suppressed,273,Suppressed,Suppressed,Suppressed
,"Garfield County, MT","30033","Male","M","75-79 years","75-79",Suppressed,151,Suppressed,Suppressed,Suppressed
,"Garfield County, MT","30033","Male","M","80-84 years","80-84",Suppressed,82,Suppressed,Suppressed,Suppressed
,"Garfield County, MT","30033","Male","M","85-89 years","85-89",Suppressed,Not Applicable,Not Applicable,Not Applicable,Not Applicable
,"Garfield County, MT","30033","Male","M","90-94 years","90-94",Suppressed,Not Applicable,Not Applicable,Not Applicable,Not Applicable
,"Garfield County, MT","30033","Male","M","95-99 years","95-99",Suppressed,Not Applicable,Not Applicable,Not Applicable,Not Applicable
,"Garfield County, MT","30033","Male","M","100+ years","100+",0,Not Applicable,Not Applicable,Not Applicable,Not Applicable
,"Garfield County, MT","30033","Male","M","Not Stated","NS",0,Not Applicable,Not Applicable,Not Applicable,Not Applicable
"Total","Garfield County, MT","30033","Male","M",,,34,3080,1103.9,764.5,1542.6
"Total","Garfield County, MT","30033",,,,,73,6087,1199.3,940.0,1507.9
,"Glacier County, MT","30035","Female","F","< 1 year","1",Suppressed,Not Applicable,Not Applicable,Not Applicable,Not Applicable
,"Glacier County, MT","30035","Female","F","1-4 years","1-4",Suppressed,Not Applicable,Not Applicable,Not Applicable,Not Applicable
,"Glacier County, MT","30035","Female","F","5-9 years","5-9",0,3073,0.0,0.0,0.0
,"Glacier County, MT","30035","Female","F","10-14 years","10-14",Suppressed,3058,Suppressed,Suppressed,Suppressed
,"Glacier County, MT","30035","Female","F","15-19 years","15-19",Suppressed,2722,Suppressed,Suppressed,Suppressed
,"Glacier County, MT","30035","Female","F","20-24 years","20-24",Suppressed,2155,Suppressed,Suppressed,Suppressed
,"Glacier County, MT","30035","Female","F","25-29 years","25-29",Suppressed,2067,Suppressed,Suppressed,Suppressed
,"Glacier County, MT","30035","Female","F","30-34 years","30-34",15,2418,620.3,347.2,1023.2
,"Glacier County, MT","30035","Female","F","35-39 years","35-39",12,2289,524.2,270.9,915.8
,"Glacier County, MT","30035","Female","F","40-44 years","40-44",17,2081,816.9,475.9,1308.0
,"Glacier County, MT","30035","Female","F","45-49 years","45-49",14,1629,859.4,469.9,1442.0
,"Glacier County, MT","30035","Female","F","50-54 years","50-54",18,1684,1068.9,633.5,1689.3
,"Glacier County, MT","30035","Female","F","55-59 years","55-59",24,2077,1155.5,740.4,1719.3
,"Glacier County, MT","30035","Female","F","60-64 years ","60-64",41,2250,1822.2,1307.7,2472.0
,"Glacier County, MT","30035","Female","F","65-69 years","65-69",36,1797,2003.3,1403.1,2773.5
,"Glacier County, MT","30035","Female","F","70-74 years","70-74",32,1244,2572.3,1759.5,3631.4
,"Glacier County, MT","30035","Female","F","75-79 years","75-79",40,814,4914.0,3510.6,6691.5
,"Glacier County, MT","30035","Female","F","80-84 years","80-84",38,570,6666.7,4717.7,9150.5
,"Glacier County, MT","30035","Female","F","85-89 years","85-89",38,Not Applicable,Not Applicable,Not Applicable,Not Applicable
,"Glacier County, MT","30035","Female","F","90-94 years","90-94",25,Not Applicable,Not Applicable,Not Applicable,Not Applicable
,"Glacier County, MT","30035","Female","F","95-99 years","95-99",10,Not Applicable,Not Applicable,Not Applicable,Not Applicable
,"Glacier County, MT","30035","Female","F","100+ years","100+",Suppressed,Not Applicable,Not Applicable,Not Applicable,Not Applicable
,"Glacier County, MT","30035","Female","F","Not Stated","NS",0,Not Applicable,Not Applicable,Not Applicable,Not Applicable
"Total","Glacier County, MT","30035","Female","F",,,382,34992,1091.7,982.2,1201.2
,"Glacier County, MT","30035","Male","M","< 1 year","1",Suppressed,Not Applicable,Not Applicable,Not Applicable,Not Applicable
,"Glacier County, MT","30035","Male","M","1-4 years","1-4",Suppressed,Not Applicable,Not Applicable,Not Applicable,Not Applicable
,"Glacier County, MT","30035","Male","M","5-9 years","5-9",0,2883,0.0,0.0,0.0
,"Glacier County, MT","30035","Male","M","10-14 years","10-14",Suppressed,2851,Suppressed,Suppressed,Suppressed
,"Glacier County, MT","30035","Male","M","15-19 years","15-19",Suppressed,2893,Suppressed,Suppressed,Suppressed
,"Glacier County, MT","30035","Male","M","20-24 years","20-24",Suppressed,2362,Suppressed,Suppressed,Suppressed
,"Glacier County, MT","30035","Male","M","25-29 years","25-29",10,2027,493.3,236.6,907.3
,"Glacier County, MT","30035","Male","M","30-34 years","30-34",12,2171,552.7,285.6,965.5
,"Glacier County, MT","30035","Male","M","35-39 years","35-39",24,2169,1106.5,709.0,1646.4
,"Glacier County, MT","30035","Male","M","40-44 years","40-44",18,1947,924.5,547.9,1461.1
,"Glacier County, MT","30035","Male","M","45-49 years","45-49",20,1839,1087.5,664.3,1679.6
,"Glacier County, MT","30035","Male","M","50-54 years","50-54",37,1535,2410.4,1697.2,3322.5
,"Glacier County, MT","30035","Male","M","55-59 years","55-59",50,1752,2853.9,2118.2,3762.5
,"Glacier County, MT","30035","Male","M","60-64 years ","60-64",51,2042,2497.6,1859.6,3283.8
,"Glacier County, MT","30035","Male","M","65-69 years","65-69",48,1501,3197.9,2357.9,4239.9
,"Glacier County, MT","30035","Male","M","70-74 years","70-74",47,1121,4192.7,3080.6,5575.4
,"Glacier County, MT","30035","Male","M","75-79 years","75-79",45,715,6293.7,4590.7,8421.5
,"Glacier County, MT","30035","Male","M","80-84 years","80-84",36,389,9254.5,6481.8,12812.1
,"Glacier County, MT","30035","Male","M","85-89 years","85-89",32,Not Applicable,Not Applicable,Not Applicable,Not Applicable
,"Glacier County, MT","30035","Male","M","90-94 years","90-94",15,Not Applicable,Not Applicable,Not Applicable,Not Applicable
,"Glacier County, MT","30035","Male","M","95-99 years","95-99",Suppressed,Not Applicable,Not Applicable,Not Applicable,Not Applicable
,"Glacier County, MT","30035","Male","M","100+ years","100+",Suppressed,Not Applicable,Not Applicable,Not Applicable,Not Applicable
,"Glacier County, MT","30035","Male","M","Not Stated","NS",0,Not Applicable,Not Applicable,Not Applicable,Not Applicable
"Total","Glacier County, MT","30035","Male","M",,,473,33180,1425.6,1297.1,1554.0
"Total","Glacier County, MT","30035",,,,,855,68172,1254.2,1170.1,1338.2
,"Golden Valley County, MT","30037","Female","F","< 1 year","1",0,Not Applicable,Not Applicable,Not Applicable,Not Applicable
,"Golden Valley County, MT","30037","Female","F","1-4 years","1-4",0,Not Applicable,Not Applicable,Not Applicable,Not Applicable
,"Golden Valley County, MT","30037","Female","F","5-9 years","5-9",0,97,0.0,0.0,0.0
,"Golden Valley County, MT","30037","Female","F","10-14 years","10-14",0,110,0.0,0.0,0.0
,"Golden Valley County, MT","30037","Female","F","15-19 years","15-19",0,91,0.0,0.0,0.0
,"Golden Valley County, MT","30037","Female","F","20-24 years","20-24",0,66,0.0,0.0,0.0
,"Golden Valley County, MT","30037","Female","F","25-29 years","25-29",0,125,0.0,0.0,0.0
,"Golden Valley County, MT","30037","Female","F","30-34 years","30-34",0,76,0.0,0.0,0.0
,"Golden Valley County, MT","30037","Female","F","35-39 years","35-39",0,115,0.0,0.0,0.0
,"Golden Valley County, MT","30037","Female","F","40-44 years","40-44",0,132,0.0,0.0,0.0
,"Golden Valley County, MT","30037","Female","F","45-49 years","45-49",Suppressed,77,Suppressed,Suppressed,Suppressed
,"Golden Valley County, MT","30037","Female","F","50-54 years","50-54",0,82,0.0,0.0,0.0
,"Golden Valley County, MT","30037","Female","F","55-59 years","55-59",Suppressed,165,Suppressed,Suppressed,Suppressed
,"Golden Valley County, MT","30037","Female","F","60-64 years ","60-64",Suppressed,169,Suppressed,Suppressed,Suppressed
,"Golden Valley County, MT","30037","Female","F","65-69 years","65-69",Suppressed,230,Suppressed,Suppressed,Suppressed
,"Golden Valley County, MT","30037","Female","F","70-74 years","70-74",Suppressed,204,Suppressed,Suppressed,Suppressed
,"Golden Valley County, MT","30037","Female","F","75-79 years","75-79",Suppressed,99,Suppressed,Suppressed,Suppressed
,"Golden Valley County, MT","30037","Female","F","80-84 years","80-84",Suppressed,92,Suppressed,Suppressed,Suppressed
,"Golden Valley County, MT","30037","Female","F","85-89 years","85-89",Suppressed,Not Applicable,Not Applicable,Not Applicable,Not Applicable
,"Golden Valley County, MT","30037","Female","F","90-94 years","90-94",Suppressed,Not Applicable,Not Applicable,Not Applicable,Not Applicable
,"Golden Valley County, MT","30037","Female","F","95-99 years","95-99",0,Not Applicable,Not Applicable,Not Applicable,Not Applicable
,"Golden Valley County, MT","30037","Female","F","100+ years","100+",Suppressed,Not Applicable,Not Applicable,Not Applicable,Not Applicable
,"Golden Valley County, MT","30037","Female","F","Not Stated","NS",0,Not Applicable,Not Applicable,Not Applicable,Not Applicable
"Total","Golden Valley County, MT","30037","Female","F",,,21,2147,978.1,605.5,1495.1
,"Golden Valley County, MT","30037","Male","M","< 1 year","1",0,Not Applicable,Not Applicable,Not Applicable,Not Applicable
,"Golden Valley County, MT","30037","Male","M","1-4 years","1-4",0,Not Applicable,Not Applicable,Not Applicable,Not Applicable
,"Golden Valley County, MT","30037","Male","M","5-9 years","5-9",0,111,0.0,0.0,0.0
,"Golden Valley County, MT","30037","Male","M","10-14 years","10-14",0,100,0.0,0.0,0.0
,"Golden Valley County, MT","30037","Male","M","15-19 years","15-19",0,107,0.0,0.0,0.0
,"Golden Valley County, MT","30037","Male","M","20-24 years","20-24",0,53,0.0,0.0,0.0
,"Golden Valley County, MT","30037","Male","M","25-29 years","25-29",0,101,0.0,0.0,0.0
,"Golden Valley County, MT","30037","Male","M","30-34 years","30-34",0,107,0.0,0.0,0.0
,"Golden Valley County, MT","30037","Male","M","35-39 years","35-39",Suppressed,94,Suppressed,Suppressed,Suppressed
,"Golden Valley County, MT","30037","Male","M","40-44 years","40-44",0,106,0.0,0.0,0.0
,"Golden Valley County, MT","30037","Male","M","45-49 years","45-49",Suppressed,81,Suppressed,Suppressed,Suppressed
,"Golden Valley County, MT","30037","Male","M","50-54 years","50-54",Suppressed,95,Suppressed,Suppressed,Suppressed
,"Golden Valley County, MT","30037","Male","M","55-59 years","55-59",Suppressed,129,Suppressed,Suppressed,Suppressed
,"Golden Valley County, MT","30037","Male","M","60-64 years ","60-64",Suppressed,202,Suppressed,Suppressed,Suppressed
,"Golden Valley County, MT","30037","Male","M","65-69 years","65-69",13,167,7784.4,4144.9,13311.6
,"Golden Valley County, MT","30037","Male","M","70-74 years","70-74",Suppressed,201,Suppressed,Suppressed,Suppressed
,"Golden Valley County, MT","30037","Male","M","75-79 years","75-79",Suppressed,146,Suppressed,Suppressed,Suppressed
,"Golden Valley County, MT","30037","Male","M","80-84 years","80-84",Suppressed,59,Suppressed,Suppressed,Suppressed
,"Golden Valley County, MT","30037","Male","M","85-89 years","85-89",Suppressed,Not Applicable,Not Applicable,Not Applicable,Not Applicable
,"Golden Valley County, MT","30037","Male","M","90-94 years","90-94",Suppressed,Not Applicable,Not Applicable,Not Applicable,Not Applicable
,"Golden Valley County, MT","30037","Male","M","95-99 years","95-99",Suppressed,Not Applicable,Not Applicable,Not Applicable,Not Applicable
,"Golden Valley County, MT","30037","Male","M","100+ years","100+",0,Not Applicable,Not Applicable,Not Applicable,Not Applicable
,"Golden Valley County, MT","30037","Male","M","Not Stated","NS",0,Not Applicable,Not Applicable,Not Applicable,Not Applicable
"Total","Golden Valley County, MT","30037","Male","M",,,50,2044,2446.2,1815.6,3225.0
"Total","Golden Valley County, MT","30037",,,,,71,4191,1694.1,1323.1,2136.9
,"Granite County, MT","30039","Female","F","< 1 year","1",0,Not Applicable,Not Applicable,Not Applicable,Not Applicable
,"Granite County, MT","30039","Female","F","1-4 years","1-4",0,Not Applicable,Not Applicable,Not Applicable,Not Applicable
,"Granite County, MT","30039","Female","F","5-9 years","5-9",0,395,0.0,0.0,0.0
,"Granite County, MT","30039","Female","F","10-14 years","10-14",0,391,0.0,0.0,0.0
,"Granite County, MT","30039","Female","F","15-19 years","15-19",0,331,0.0,0.0,0.0
,"Granite County, MT","30039","Female","F","20-24 years","20-24",0,346,0.0,0.0,0.0
,"Granite County, MT","30039","Female","F","25-29 years","25-29",Suppressed,396,Suppressed,Suppressed,Suppressed
,"Granite County, MT","30039","Female","F","30-34 years","30-34",Suppressed,412,Suppressed,Suppressed,Suppressed
,"Granite County, MT","30039","Female","F","35-39 years","35-39",0,379,0.0,0.0,0.0
,"Granite County, MT","30039","Female","F","40-44 years","40-44",Suppressed,531,Suppressed,Suppressed,Suppressed
,"Granite County, MT","30039","Female","F","45-49 years","45-49",Suppressed,425,Suppressed,Suppressed,Suppressed
,"Granite County, MT","30039","Female","F","50-54 years","50-54",Suppressed,469,Suppressed,Suppressed,Suppressed
,"Granite County, MT","30039","Female","F","55-59 years","55-59",0,579,0.0,0.0,0.0
,"Granite County, MT","30039","Female","F","60-64 years ","60-64",Suppressed,888,Suppressed,Suppressed,Suppressed
,"Granite County, MT","30039","Female","F","65-69 years","65-69",Suppressed,830,Suppressed,Suppressed,Suppressed
,"Granite County, MT","30039","Female","F","70-74 years","70-74",11,653,1684.5,840.9,3014.1
,"Granite County, MT","30039","Female","F","75-79 years","75-79",11,489,2249.5,1122.9,4025.0
,"Granite County, MT","30039","Female","F","80-84 years","80-84",15,326,4601.2,2575.3,7589.0
,"Granite County, MT","30039","Female","F","85-89 years","85-89",Suppressed,Not Applicable,Not Applicable,Not Applicable,Not Applicable
,"Granite County, MT","30039","Female","F","90-94 years","90-94",10,Not Applicable,Not Applicable,Not Applicable,Not Applicable
