"Notes","Residence County","Residence County Code","Sex","Sex Code","Five-Year Age Groups","Five-Year Age Groups Code",Deaths,Population,Crude Rate,Crude Rate Lower 95% Confidence Interval,Crude Rate Upper 95% Confidence Interval
,"Richland County, MT","30083","Female","F","40-44 years","40-44",Suppressed,1746,Suppressed,Suppressed,Suppressed
,"Richland County, MT","30083","Female","F","45-49 years","45-49",Suppressed,1525,Suppressed,Suppressed,Suppressed
,"Richland County, MT","30083","Female","F","50-54 years","50-54",Suppressed,1514,Suppressed,Suppressed,Suppressed
,"Richland County, MT","30083","Female","F","55-59 years","55-59",Suppressed,1633,Suppressed,Suppressed,Suppressed
,"Richland County, MT","30083","Female","F","60-64 years ","60-64",18,1811,993.9,589.1,1570.8
,"Richland County, MT","30083","Female","F","65-69 years","65-69",28,1573,1780.0,1182.8,2572.7
,"Richland County, MT","30083","Female","F","70-74 years","70-74",14,1157,1210.0,661.5,2030.2
,"Richland County, MT","30083","Female","F","75-79 years","75-79",32,852,3755.9,2569.0,5302.2
,"Richland County, MT","30083","Female","F","80-84 years","80-84",30,502,5976.1,4032.1,8531.2
,"Richland County, MT","30083","Female","F","85-89 years","85-89",32,Not Applicable,Not Applicable,Not Applicable,Not Applicable
,"Richland County, MT","30083","Female","F","90-94 years","90-94",42,Not Applicable,Not Applicable,Not Applicable,Not Applicable
,"Richland County, MT","30083","Female","F","95-99 years","95-99",14,Not Applicable,Not Applicable,Not Applicable,Not Applicable
,"Richland County, MT","30083","Female","F","100+ years","100+",Suppressed,Not Applicable,Not Applicable,Not Applicable,Not Applicable
,"Richland County, MT","30083","Female","F","Not Stated","NS",0,Not Applicable,Not Applicable,Not Applicable,Not Applicable
"Total","Richland County, MT","30083","Female","F",,,249,26766,930.3,814.7,1045.8
,"Richland County, MT","30083","Male","M","< 1 year","1",Suppressed,Not Applicable,Not Applicable,Not Applicable,Not Applicable
,"Richland County, MT","30083","Male","M","1-4 years","1-4",Suppressed,Not Applicable,Not Applicable,Not Applicable,Not Applicable
,"Richland County, MT","30083","Male","M","5-9 years","5-9",0,2115,0.0,0.0,0.0
,"Richland County, MT","30083","Male","M","10-14 years","10-14",0,2023,0.0,0.0,0.0
,"Richland County, MT","30083","Male","M","15-19 years","15-19",Suppressed,1801,Suppressed,Suppressed,Suppressed
,"Richland County, MT","30083","Male","M","20-24 years","20-24",Suppressed,1514,Suppressed,Suppressed,Suppressed
,"Richland County, MT","30083","Male","M","25-29 years","25-29",Suppressed,1818,Suppressed,Suppressed,Suppressed
,"Richland County, MT","30083","Male","M","30-34 years","30-34",Suppressed,2025,Suppressed,Suppressed,Suppressed
,"Richland County, MT","30083","Male","M","35-39 years","35-39",Suppressed,1915,Suppressed,Suppressed,Suppressed
,"Richland County, MT","30083","Male","M","40-44 years","40-44",Suppressed,1851,Suppressed,Suppressed,Suppressed
,"Richland County, MT","30083","Male","M","45-49 years","45-49",12,1764,680.3,351.5,1188.3
,"Richland County, MT","30083","Male","M","50-54 years","50-54",11,1621,678.6,338.8,1214.2
,"Richland County, MT","30083","Male","M","55-59 years","55-59",18,1746,1030.9,611.0,1629.3
,"Richland County, MT","30083","Male","M","60-64 years ","60-64",21,2082,1008.6,624.4,1541.8
,"Richland County, MT","30083","Male","M","65-69 years","65-69",31,1848,1677.5,1139.8,2381.1
,"Richland County, MT","30083","Male","M","70-74 years","70-74",54,1278,4225.4,3174.2,5513.2
,"Richland County, MT","30083","Male","M","75-79 years","75-79",34,809,4202.7,2910.5,5872.9
,"Richland County, MT","30083","Male","M","80-84 years","80-84",38,495,7676.8,5432.5,10537.0
,"Richland County, MT","30083","Male","M","85-89 years","85-89",38,Not Applicable,Not Applicable,Not Applicable,Not Applicable
,"Richland County, MT","30083","Male","M","90-94 years","90-94",24,Not Applicable,Not Applicable,Not Applicable,Not Applicable
,"Richland County, MT","30083","Male","M","95-99 years","95-99",14,Not Applicable,Not Applicable,Not Applicable,Not Applicable
,"Richland County, MT","30083","Male","M","100+ years","100+",0,Not Applicable,Not Applicable,Not Applicable,Not Applicable
,"Richland County, MT","30083","Male","M","Not Stated","NS",0,Not Applicable,Not Applicable,Not Applicable,Not Applicable
"Total","Richland County, MT","30083","Male","M",,,320,28998,1103.5,982.6,1224.4
"Total","Richland County, MT","30083",,,,,569,55764,1020.4,936.5,1104.2
,"Roosevelt County, MT","30085","Female","F","< 1 year","1",Suppressed,Not Applicable,Not Applicable,Not Applicable,Not Applicable
,"Roosevelt County, MT","30085","Female","F","1-4 years","1-4",Suppressed,Not Applicable,Not Applicable,Not Applicable,Not Applicable
,"Roosevelt County, MT","30085","Female","F","5-9 years","5-9",Suppressed,2385,Suppressed,Suppressed,Suppressed
,"Roosevelt County, MT","30085","Female","F","10-14 years","10-14",0,2413,0.0,0.0,0.0
,"Roosevelt County, MT","30085","Female","F","15-19 years","15-19",Suppressed,2219,Suppressed,Suppressed,Suppressed
,"Roosevelt County, MT","30085","Female","F","20-24 years","20-24",Suppressed,1660,Suppressed,Suppressed,Suppressed
,"Roosevelt County, MT","30085","Female","F","25-29 years","25-29",Suppressed,1523,Suppressed,Suppressed,Suppressed
,"Roosevelt County, MT","30085","Female","F","30-34 years","30-34",15,1808,829.6,464.3,1368.4
,"Roosevelt County, MT","30085","Female","F","35-39 years","35-39",17,1741,976.5,568.8,1563.4
,"Roosevelt County, MT","30085","Female","F","40-44 years","40-44",15,1424,1053.4,589.6,1737.4
,"Roosevelt County, MT","30085","Female","F","45-49 years","45-49",14,1238,1130.9,618.3,1897.4
,"Roosevelt County, MT","30085","Female","F","50-54 years","50-54",20,1168,1712.3,1045.9,2644.6
,"Roosevelt County, MT","30085","Female","F","55-59 years","55-59",27,1367,1975.1,1301.6,2873.7
,"Roosevelt County, MT","30085","Female","F","60-64 years ","60-64",28,1627,1721.0,1143.6,2487.3
,"Roosevelt County, MT","30085","Female","F","65-69 years","65-69",45,1339,3360.7,2451.3,4496.9
,"Roosevelt County, MT","30085","Female","F","70-74 years","70-74",38,885,4293.8,3038.5,5893.6
,"Roosevelt County, MT","30085","Female","F","75-79 years","75-79",25,557,4488.3,2904.6,6625.7
,"Roosevelt County, MT","30085","Female","F","80-84 years","80-84",38,313,12140.6,8591.4,16663.9
,"Roosevelt County, MT","30085","Female","F","85-89 years","85-89",30,Not Applicable,Not Applicable,Not Applicable,Not Applicable
,"Roosevelt County, MT","30085","Female","F","90-94 years","90-94",27,Not Applicable,Not Applicable,Not Applicable,Not Applicable
,"Roosevelt County, MT","30085","Female","F","95-99 years","95-99",Suppressed,Not Applicable,Not Applicable,Not Applicable,Not Applicable
,"Roosevelt County, MT","30085","Female","F","100+ years","100+",Suppressed,Not Applicable,Not Applicable,Not Applicable,Not Applicable
,"Roosevelt County, MT","30085","Female","F","Not Stated","NS",0,Not Applicable,Not Applicable,Not Applicable,Not Applicable
"Total","Roosevelt County, MT","30085","Female","F",,,372,26233,1418.1,1274.0,1562.2
,"Roosevelt County, MT","30085","Male","M","< 1 year","1",Suppressed,Not Applicable,Not Applicable,Not Applicable,Not Applicable
,"Roosevelt County, MT","30085","Male","M","1-4 years","1-4",Suppressed,Not Applicable,Not Applicable,Not Applicable,Not Applicable
,"Roosevelt County, MT","30085","Male","M","5-9 years","5-9",Suppressed,2768,Suppressed,Suppressed,Suppressed
,"Roosevelt County, MT","30085","Male","M","10-14 years","10-14",Suppressed,2603,Suppressed,Suppressed,Suppressed
,"Roosevelt County, MT","30085","Male","M","15-19 years","15-19",Suppressed,2275,Suppressed,Suppressed,Suppressed
,"Roosevelt County, MT","30085","Male","M","20-24 years","20-24",10,1731,577.7,277.0,1062.4
,"Roosevelt County, MT","30085","Male","M","25-29 years","25-29",21,1688,1244.1,770.1,1901.7
,"Roosevelt County, MT","30085","Male","M","30-34 years","30-34",25,1849,1352.1,875.0,1995.9
,"Roosevelt County, MT","30085","Male","M","35-39 years","35-39",23,1650,1393.9,883.6,2091.6
,"Roosevelt County, MT","30085","Male","M","40-44 years","40-44",16,1512,1058.2,604.9,1718.5
,"Roosevelt County, MT","30085","Male","M","45-49 years","45-49",18,1308,1376.1,815.6,2174.9
,"Roosevelt County, MT","30085","Male","M","50-54 years","50-54",26,1123,2315.2,1512.4,3392.3
,"Roosevelt County, MT","30085","Male","M","55-59 years","55-59",45,1410,3191.5,2327.9,4270.5
,"Roosevelt County, MT","30085","Male","M","60-64 years ","60-64",39,1412,2762.0,1964.1,3775.8
,"Roosevelt County, MT","30085","Male","M","65-69 years","65-69",36,1202,2995.0,2097.7,4146.3
,"Roosevelt County, MT","30085","Male","M","70-74 years","70-74",52,824,6310.7,4713.1,8275.6
,"Roosevelt County, MT","30085","Male","M","75-79 years","75-79",23,437,5263.2,3336.4,7897.3
,"Roosevelt County, MT","30085","Male","M","80-84 years","80-84",24,261,9195.4,5891.7,13682.0
,"Roosevelt County, MT","30085","Male","M","85-89 years","85-89",16,Not Applicable,Not Applicable,Not Applicable,Not Applicable
,"Roosevelt County, MT","30085","Male","M","90-94 years","90-94",10,Not Applicable,Not Applicable,Not Applicable,Not Applicable
,"Roosevelt County, MT","30085","Male","M","95-99 years","95-99",10,Not Applicable,Not Applicable,Not Applicable,Not Applicable
,"Roosevelt County, MT","30085","Male","M","100+ years","100+",0,Not Applicable,Not Applicable,Not Applicable,Not Applicable
,"Roosevelt County, MT","30085","Male","M","Not Stated","NS",0,Not Applicable,Not Applicable,Not Applicable,Not Applicable
"Total","Roosevelt County, MT","30085","Male","M",,,410,26640,1539.0,1390.1,1688.0
"Total","Roosevelt County, MT","30085",,,,,782,52873,1479.0,1375.4,1582.7
,"Rosebud County, MT","30087","Female","F","< 1 year","1",Suppressed,Not Applicable,Not Applicable,Not Applicable,Not Applicable
,"Rosebud County, MT","30087","Female","F","1-4 years","1-4",0,Not Applicable,Not Applicable,Not Applicable,Not Applicable
,"Rosebud County, MT","30087","Female","F","5-9 years","5-9",Suppressed,1590,Suppressed,Suppressed,Suppressed
,"Rosebud County, MT","30087","Female","F","10-14 years","10-14",Suppressed,1733,Suppressed,Suppressed,Suppressed
,"Rosebud County, MT","30087","Female","F","15-19 years","15-19",Suppressed,1591,Suppressed,Suppressed,Suppressed
,"Rosebud County, MT","30087","Female","F","20-24 years","20-24",Suppressed,1200,Suppressed,Suppressed,Suppressed
,"Rosebud County, MT","30087","Female","F","25-29 years","25-29",0,1184,0.0,0.0,0.0
,"Rosebud County, MT","30087","Female","F","30-34 years","30-34",Suppressed,1260,Suppressed,Suppressed,Suppressed
,"Rosebud County, MT","30087","Female","F","35-39 years","35-39",11,1073,1025.2,511.8,1834.3
,"Rosebud County, MT","30087","Female","F","40-44 years","40-44",11,1076,1022.3,510.3,1829.2
,"Rosebud County, MT","30087","Female","F","45-49 years","45-49",Suppressed,985,Suppressed,Suppressed,Suppressed
,"Rosebud County, MT","30087","Female","F","50-54 years","50-54",16,1063,1505.2,860.3,2444.3
,"Rosebud County, MT","30087","Female","F","55-59 years","55-59",16,1301,1229.8,703.0,1997.2
,"Rosebud County, MT","30087","Female","F","60-64 years ","60-64",16,1409,1135.6,649.1,1844.1
,"Rosebud County, MT","30087","Female","F","65-69 years","65-69",25,1231,2030.9,1314.3,2998.0
,"Rosebud County, MT","30087","Female","F","70-74 years","70-74",37,1081,3422.8,2409.9,4717.8
,"Rosebud County, MT","30087","Female","F","75-79 years","75-79",22,602,3654.5,2290.2,5532.9
,"Rosebud County, MT","30087","Female","F","80-84 years","80-84",18,403,4466.5,2647.1,7059.0
,"Rosebud County, MT","30087","Female","F","85-89 years","85-89",27,Not Applicable,Not Applicable,Not Applicable,Not Applicable
,"Rosebud County, MT","30087","Female","F","90-94 years","90-94",13,Not Applicable,Not Applicable,Not Applicable,Not Applicable
,"Rosebud County, MT","30087","Female","F","95-99 years","95-99",10,Not Applicable,Not Applicable,Not Applicable,Not Applicable
,"Rosebud County, MT","30087","Female","F","100+ years","100+",Suppressed,Not Applicable,Not Applicable,Not Applicable,Not Applicable
,"Rosebud County, MT","30087","Female","F","Not Stated","NS",0,Not Applicable,Not Applicable,Not Applicable,Not Applicable
"Total","Rosebud County, MT","30087","Female","F",,,240,20611,1164.4,1017.1,1311.7
,"Rosebud County, MT","30087","Male","M","< 1 year","1",Suppressed,Not Applicable,Not Applicable,Not Applicable,Not Applicable
,"Rosebud County, MT","30087","Male","M","1-4 years","1-4",Suppressed,Not Applicable,Not Applicable,Not Applicable,Not Applicable
,"Rosebud County, MT","30087","Male","M","5-9 years","5-9",Suppressed,1776,Suppressed,Suppressed,Suppressed
,"Rosebud County, MT","30087","Male","M","10-14 years","10-14",0,1757,0.0,0.0,0.0
,"Rosebud County, MT","30087","Male","M","15-19 years","15-19",Suppressed,1636,Suppressed,Suppressed,Suppressed
,"Rosebud County, MT","30087","Male","M","20-24 years","20-24",11,1192,922.8,460.7,1651.2
,"Rosebud County, MT","30087","Male","M","25-29 years","25-29",Suppressed,1132,Suppressed,Suppressed,Suppressed
,"Rosebud County, MT","30087","Male","M","30-34 years","30-34",17,1209,1406.1,819.1,2251.3
,"Rosebud County, MT","30087","Male","M","35-39 years","35-39",11,1195,920.5,459.5,1647.0
,"Rosebud County, MT","30087","Male","M","40-44 years","40-44",10,1024,976.6,468.3,1795.9
,"Rosebud County, MT","30087","Male","M","45-49 years","45-49",12,1085,1106.0,571.5,1931.9
,"Rosebud County, MT","30087","Male","M","50-54 years","50-54",17,1150,1478.3,861.1,2366.8
,"Rosebud County, MT","30087","Male","M","55-59 years","55-59",20,1254,1594.9,974.2,2463.2
,"Rosebud County, MT","30087","Male","M","60-64 years ","60-64",26,1392,1867.8,1220.1,2736.8
,"Rosebud County, MT","30087","Male","M","65-69 years","65-69",34,1223,2780.0,1925.3,3884.8
,"Rosebud County, MT","30087","Male","M","70-74 years","70-74",41,932,4399.1,3156.9,5967.9
,"Rosebud County, MT","30087","Male","M","75-79 years","75-79",44,635,6929.1,5034.7,9302.0
,"Rosebud County, MT","30087","Male","M","80-84 years","80-84",25,366,6830.6,4420.4,10083.3
,"Rosebud County, MT","30087","Male","M","85-89 years","85-89",28,Not Applicable,Not Applicable,Not Applicable,Not Applicable
,"Rosebud County, MT","30087","Male","M","90-94 years","90-94",18,Not Applicable,Not Applicable,Not Applicable,Not Applicable
,"Rosebud County, MT","30087","Male","M","95-99 years","95-99",Suppressed,Not Applicable,Not Applicable,Not Applicable,Not Applicable
,"Rosebud County, MT","30087","Male","M","100+ years","100+",0,Not Applicable,Not Applicable,Not Applicable,Not Applicable
,"Rosebud County, MT","30087","Male","M","Not Stated","NS",0,Not Applicable,Not Applicable,Not Applicable,Not Applicable
"Total","Rosebud County, MT","30087","Male","M",,,340,20791,1635.3,1461.5,1809.2
"Total","Rosebud County, MT","30087",,,,,580,41402,1400.9,1286.9,1514.9
,"Sanders County, MT","30089","Female","F","< 1 year","1",Suppressed,Not Applicable,Not Applicable,Not Applicable,Not Applicable
,"Sanders County, MT","30089","Female","F","1-4 years","1-4",Suppressed,Not Applicable,Not Applicable,Not Applicable,Not Applicable
,"Sanders County, MT","30089","Female","F","5-9 years","5-9",Suppressed,1571,Suppressed,Suppressed,Suppressed
,"Sanders County, MT","30089","Female","F","10-14 years","10-14",0,1538,0.0,0.0,0.0
,"Sanders County, MT","30089","Female","F","15-19 years","15-19",Suppressed,1432,Suppressed,Suppressed,Suppressed
,"Sanders County, MT","30089","Female","F","20-24 years","20-24",Suppressed,1156,Suppressed,Suppressed,Suppressed
,"Sanders County, MT","30089","Female","F","25-29 years","25-29",Suppressed,1179,Suppressed,Suppressed,Suppressed
,"Sanders County, MT","30089","Female","F","30-34 years","30-34",Suppressed,1500,Suppressed,Suppressed,Suppressed
,"Sanders County, MT","30089","Female","F","35-39 years","35-39",Suppressed,1574,Suppressed,Suppressed,Suppressed
,"Sanders County, MT","30089","Female","F","40-44 years","40-44",Suppressed,1503,Suppressed,Suppressed,Suppressed
,"Sanders County, MT","30089","Female","F","45-49 years","45-49",Suppressed,1678,Suppressed,Suppressed,Suppressed
,"Sanders County, MT","30089","Female","F","50-54 years","50-54",Suppressed,1845,Suppressed,Suppressed,Suppressed
,"Sanders County, MT","30089","Female","F","55-59 years","55-59",15,2278,658.5,368.5,1086.1
,"Sanders County, MT","30089","Female","F","60-64 years ","60-64",30,3271,917.2,618.8,1309.3
,"Sanders County, MT","30089","Female","F","65-69 years","65-69",35,3496,1001.1,697.3,1392.4
,"Sanders County, MT","30089","Female","F","70-74 years","70-74",54,2842,1900.1,1427.4,2479.2
,"Sanders County, MT","30089","Female","F","75-79 years","75-79",62,1900,3263.2,2501.8,4183.2
,"Sanders County, MT","30089","Female","F","80-84 years","80-84",71,1113,6379.2,4982.2,8046.4
,"Sanders County, MT","30089","Female","F","85-89 years","85-89",51,Not Applicable,Not Applicable,Not Applicable,Not Applicable
,"Sanders County, MT","30089","Female","F","90-94 years","90-94",37,Not Applicable,Not Applicable,Not Applicable,Not Applicable
,"Sanders County, MT","30089","Female","F","95-99 years","95-99",18,Not Applicable,Not Applicable,Not Applicable,Not Applicable
,"Sanders County, MT","30089","Female","F","100+ years","100+",Suppressed,Not Applicable,Not Applicable,Not Applicable,Not Applicable
,"Sanders County, MT","30089","Female","F","Not Stated","NS",0,Not Applicable,Not Applicable,Not Applicable,Not Applicable
"Total","Sanders County, MT","30089","Female","F",,,407,32207,1263.7,1140.9,1386.5
,"Sanders County, MT","30089","Male","M","< 1 year","1",Suppressed,Not Applicable,Not Applicable,Not Applicable,Not Applicable
,"Sanders County, MT","30089","Male","M","1-4 years","1-4",0,Not Applicable,Not Applicable,Not Applicable,Not Applicable
,"Sanders County, MT","30089","Male","M","5-9 years","5-9",Suppressed,1630,Suppressed,Suppressed,Suppressed
,"Sanders County, MT","30089","Male","M","10-14 years","10-14",Suppressed,1615,Suppressed,Suppressed,Suppressed
,"Sanders County, MT","30089","Male","M","15-19 years","15-19",Suppressed,1841,Suppressed,Suppressed,Suppressed
,"Sanders County, MT","30089","Male","M","20-24 years","20-24",Suppressed,1254,Suppressed,Suppressed,Suppressed
,"Sanders County, MT","30089","Male","M","25-29 years","25-29",Suppressed,1350,Suppressed,Suppressed,Suppressed
,"Sanders County, MT","30089","Male","M","30-34 years","30-34",Suppressed,1414,Suppressed,Suppressed,Suppressed
,"Sanders County, MT","30089","Male","M","35-39 years","35-39",Suppressed,1535,Suppressed,Suppressed,Suppressed
,"Sanders County, MT","30089","Male","M","40-44 years","40-44",Suppressed,1615,Suppressed,Suppressed,Suppressed
,"Sanders County, MT","30089","Male","M","45-49 years","45-49",Suppressed,1700,Suppressed,Suppressed,Suppressed
,"Sanders County, MT","30089","Male","M","50-54 years","50-54",14,2106,664.8,363.4,1115.4
,"Sanders County, MT","30089","Male","M","55-59 years","55-59",21,2178,964.2,596.9,1473.9
,"Sanders County, MT","30089","Male","M","60-64 years ","60-64",46,3191,1441.6,1055.4,1922.8
,"Sanders County, MT","30089","Male","M","65-69 years","65-69",62,3504,1769.4,1356.6,2268.3
,"Sanders County, MT","30089","Male","M","70-74 years","70-74",71,3262,2176.6,1699.9,2745.4
,"Sanders County, MT","30089","Male","M","75-79 years","75-79",94,2250,4177.8,3376.1,5112.6
,"Sanders County, MT","30089","Male","M","80-84 years","80-84",71,1360,5220.6,4077.3,6585.0
,"Sanders County, MT","30089","Male","M","85-89 years","85-89",63,Not Applicable,Not Applicable,Not Applicable,Not Applicable
,"Sanders County, MT","30089","Male","M","90-94 years","90-94",39,Not Applicable,Not Applicable,Not Applicable,Not Applicable
,"Sanders County, MT","30089","Male","M","95-99 years","95-99",11,Not Applicable,Not Applicable,Not Applicable,Not Applicable
,"Sanders County, MT","30089","Male","M","100+ years","100+",Suppressed,Not Applicable,Not Applicable,Not Applicable,Not Applicable
,"Sanders County, MT","30089","Male","M","Not Stated","NS",0,Not Applicable,Not Applicable,Not Applicable,Not Applicable
"Total","Sanders County, MT","30089","Male","M",,,534,33930,1573.8,1440.3,1707.3
"Total","Sanders County, MT","30089",,,,,941,66137,1422.8,1331.9,1513.7
,"Sheridan County, MT","30091","Female","F","< 1 year","1",Suppressed,Not Applicable,Not Applicable,Not Applicable,Not Applicable
,"Sheridan County, MT","30091","Female","F","1-4 years","1-4",0,Not Applicable,Not Applicable,Not Applicable,Not Applicable
,"Sheridan County, MT","30091","Female","F","5-9 years","5-9",0,403,0.0,0.0,0.0
,"Sheridan County, MT","30091","Female","F","10-14 years","10-14",0,438,0.0,0.0,0.0
,"Sheridan County, MT","30091","Female","F","15-19 years","15-19",Suppressed,450,Suppressed,Suppressed,Suppressed
,"Sheridan County, MT","30091","Female","F","20-24 years","20-24",0,324,0.0,0.0,0.0
,"Sheridan County, MT","30091","Female","F","25-29 years","25-29",Suppressed,384,Suppressed,Suppressed,Suppressed
,"Sheridan County, MT","30091","Female","F","30-34 years","30-34",Suppressed,411,Suppressed,Suppressed,Suppressed
,"Sheridan County, MT","30091","Female","F","35-39 years","35-39",Suppressed,487,Suppressed,Suppressed,Suppressed
,"Sheridan County, MT","30091","Female","F","40-44 years","40-44",Suppressed,530,Suppressed,Suppressed,Suppressed
,"Sheridan County, MT","30091","Female","F","45-49 years","45-49",0,489,0.0,0.0,0.0
,"Sheridan County, MT","30091","Female","F","50-54 years","50-54",Suppressed,480,Suppressed,Suppressed,Suppressed
,"Sheridan County, MT","30091","Female","F","55-59 years","55-59",Suppressed,646,Suppressed,Suppressed,Suppressed
,"Sheridan County, MT","30091","Female","F","60-64 years ","60-64",10,586,1706.5,818.3,3138.3
,"Sheridan County, MT","30091","Female","F","65-69 years","65-69",Suppressed,706,Suppressed,Suppressed,Suppressed
,"Sheridan County, MT","30091","Female","F","70-74 years","70-74",11,528,2083.3,1040.0,3727.7
,"Sheridan County, MT","30091","Female","F","75-79 years","75-79",12,375,3200.0,1653.5,5589.8
,"Sheridan County, MT","30091","Female","F","80-84 years","80-84",13,290,4482.8,2386.9,7665.7
,"Sheridan County, MT","30091","Female","F","85-89 years","85-89",23,Not Applicable,Not Applicable,Not Applicable,Not Applicable
,"Sheridan County, MT","30091","Female","F","90-94 years","90-94",19,Not Applicable,Not Applicable,Not Applicable,Not Applicable
,"Sheridan County, MT","30091","Female","F","95-99 years","95-99",10,Not Applicable,Not Applicable,Not Applicable,Not Applicable
,"Sheridan County, MT","30091","Female","F","100+ years","100+",Suppressed,Not Applicable,Not Applicable,Not Applicable,Not Applicable
,"Sheridan County, MT","30091","Female","F","Not Stated","NS",0,Not Applicable,Not Applicable,Not Applicable,Not Applicable
"Total","Sheridan County, MT","30091","Female","F",,,117,8264,1415.8,1159.2,1672.3
,"Sheridan County, MT","30091","Male","M","< 1 year","1",0,Not Applicable,Not Applicable,Not Applicable,Not Applicable
,"Sheridan County, MT","30091","Male","M","1-4 years","1-4",0,Not Applicable,Not Applicable,Not Applicable,Not Applicable
,"Sheridan County, MT","30091","Male","M","5-9 years","5-9",0,592,0.0,0.0,0.0
,"Sheridan County, MT","30091","Male","M","10-14 years","10-14",0,544,0.0,0.0,0.0
,"Sheridan County, MT","30091","Male","M","15-19 years","15-19",0,503,0.0,0.0,0.0
,"Sheridan County, MT","30091","Male","M","20-24 years","20-24",0,423,0.0,0.0,0.0
,"Sheridan County, MT","30091","Male","M","25-29 years","25-29",0,434,0.0,0.0,0.0
,"Sheridan County, MT","30091","Male","M","30-34 years","30-34",0,465,0.0,0.0,0.0
,"Sheridan County, MT","30091","Male","M","35-39 years","35-39",Suppressed,560,Suppressed,Suppressed,Suppressed
,"Sheridan County, MT","30091","Male","M","40-44 years","40-44",Suppressed,539,Suppressed,Suppressed,Suppressed
,"Sheridan County, MT","30091","Male","M","45-49 years","45-49",Suppressed,479,Suppressed,Suppressed,Suppressed
,"Sheridan County, MT","30091","Male","M","50-54 years","50-54",Suppressed,408,Suppressed,Suppressed,Suppressed
,"Sheridan County, MT","30091","Male","M","55-59 years","55-59",Suppressed,628,Suppressed,Suppressed,Suppressed
,"Sheridan County, MT","30091","Male","M","60-64 years ","60-64",16,773,2069.9,1183.1,3361.3
,"Sheridan County, MT","30091","Male","M","65-69 years","65-69",18,853,2110.2,1250.6,3335.0
,"Sheridan County, MT","30091","Male","M","70-74 years","70-74",17,544,3125.0,1820.4,5003.4
,"Sheridan County, MT","30091","Male","M","75-79 years","75-79",14,291,4811.0,2630.2,8072.0
,"Sheridan County, MT","30091","Male","M","80-84 years","80-84",23,220,10454.5,6627.2,15686.9
,"Sheridan County, MT","30091","Male","M","85-89 years","85-89",14,Not Applicable,Not Applicable,Not Applicable,Not Applicable
,"Sheridan County, MT","30091","Male","M","90-94 years","90-94",14,Not Applicable,Not Applicable,Not Applicable,Not Applicable
,"Sheridan County, MT","30091","Male","M","95-99 years","95-99",Suppressed,Not Applicable,Not Applicable,Not Applicable,Not Applicable
,"Sheridan County, MT","30091","Male","M","100+ years","100+",0,Not Applicable,Not Applicable,Not Applicable,Not Applicable
,"Sheridan County, MT","30091","Male","M","Not Stated","NS",0,Not Applicable,Not Applicable,Not Applicable,Not Applicable
"Total","Sheridan County, MT","30091","Male","M",,,135,9034,1494.4,1242.3,1746.4
"Total","Sheridan County, MT","30091",,,,,252,17298,1456.8,1276.9,1636.7
,"Silver Bow County, MT","30093","Female","F","< 1 year","1",Suppressed,Not Applicable,Not Applicable,Not Applicable,Not Applicable
,"Silver Bow County, MT","30093","Female","F","1-4 years","1-4",Suppressed,Not Applicable,Not Applicable,Not Applicable,Not Applicable
,"Silver Bow County, MT","30093","Female","F","5-9 years","5-9",Suppressed,4894,Suppressed,Suppressed,Suppressed
,"Silver Bow County, MT","30093","Female","F","10-14 years","10-14",0,5101,0.0,0.0,0.0
,"Silver Bow County, MT","30093","Female","F","15-19 years","15-19",Suppressed,4883,Suppressed,Suppressed,Suppressed
,"Silver Bow County, MT","30093","Female","F","20-24 years","20-24",Suppressed,6667,Suppressed,Suppressed,Suppressed
,"Silver Bow County, MT","30093","Female","F","25-29 years","25-29",Suppressed,6027,Suppressed,Suppressed,Suppressed
,"Silver Bow County, MT","30093","Female","F","30-34 years","30-34",Suppressed,5357,Suppressed,Suppressed,Suppressed
,"Silver Bow County, MT","30093","Female","F","35-39 years","35-39",10,4908,203.7,97.7,374.7
,"Silver Bow County, MT","30093","Female","F","40-44 years","40-44",11,5104,215.5,107.6,385.6
,"Silver Bow County, MT","30093","Female","F","45-49 years","45-49",17,4605,369.2,215.1,591.1
,"Silver Bow County, MT","30093","Female","F","50-54 years","50-54",23,4889,470.4,298.2,705.9
,"Silver Bow County, MT","30093","Female","F","55-59 years","55-59",46,5401,851.7,623.6,1136.0
,"Silver Bow County, MT","30093","Female","F","60-64 years ","60-64",70,6618,1057.7,824.5,1336.4
,"Silver Bow County, MT","30093","Female","F","65-69 years","65-69",104,6040,1721.9,1390.9,2052.8
,"Silver Bow County, MT","30093","Female","F","70-74 years","70-74",121,4824,2508.3,2061.4,2955.2
,"Silver Bow County, MT","30093","Female","F","75-79 years","75-79",135,3335,4048.0,3365.1,4730.8
,"Silver Bow County, MT","30093","Female","F","80-84 years","80-84",174,2187,7956.1,6773.9,9138.3
,"Silver Bow County, MT","30093","Female","F","85-89 years","85-89",165,Not Applicable,Not Applicable,Not Applicable,Not Applicable
,"Silver Bow County, MT","30093","Female","F","90-94 years","90-94",148,Not Applicable,Not Applicable,Not Applicable,Not Applicable
,"Silver Bow County, MT","30093","Female","F","95-99 years","95-99",60,Not Applicable,Not Applicable,Not Applicable,Not Applicable
,"Silver Bow County, MT","30093","Female","F","100+ years","100+",13,Not Applicable,Not Applicable,Not Applicable,Not Applicable
,"Silver Bow County, MT","30093","Female","F","Not Stated","NS",0,Not Applicable,Not Applicable,Not Applicable,Not Applicable
